Unnamed: 0,counts_S93,counts_S94,counts_S107,counts_S108
ENSG00000242736.1,0,0,0,0
ENSG00000226660.2,0,0,0,0
ENSG00000237702.2,0,0,0,0
ENSG00000211710.3,0,0,0,0
ENSG00000211734.3,0,0,0,0
ENSG00000211706.2,0,0,0,0
ENSG00000211707.3,0,0,0,0
ENSG00000211745.3,0,0,0,0
ENSG00000283063.1,0,0,0,0
ENSG00000282939.1,0,0,0,0
ENSG00000243889.1,0,0,0,0
ENSG00000242771.1,0,0,0,0
ENSG00000211713.3,0,0,0,0
ENSG00000211714.3,0,0,0,0
ENSG00000239944.1,0,0,0,0
ENSG00000211715.1,0,0,0,0
ENSG00000211716.2,0,0,0,0
ENSG00000211717.3,0,0,0,0
ENSG00000211720.3,0,0,0,0
ENSG00000244661.1,0,0,0,0
ENSG00000229769.2,0,0,0,0
ENSG00000241657.1,0,0,0,0
ENSG00000211739.4,0,0,0,0
ENSG00000211721.2,0,0,0,0
ENSG00000253409.1,0,0,0,0
ENSG00000230099.2,0,0,0,0
ENSG00000211724.3,0,0,0,0
ENSG00000227550.2,0,0,0,0
ENSG00000211725.3,0,0,0,0
ENSG00000253188.1,0,0,0,0
ENSG00000211727.3,0,0,0,0
ENSG00000211728.2,0,0,0,0
ENSG00000253534.1,0,1,0,0
ENSG00000253291.1,0,0,0,0
ENSG00000211731.1,0,0,0,0
ENSG00000278030.1,0,0,0,0
ENSG00000276405.1,0,0,0,0
ENSG00000275791.1,0,0,0,0
ENSG00000276597.1,0,0,0,0
ENSG00000274752.1,0,0,0,0
ENSG00000276953.1,0,0,0,0
ENSG00000275158.1,0,0,0,0
ENSG00000275743.1,0,0,0,0
ENSG00000276819.1,0,0,0,0
ENSG00000275243.1,0,0,0,0
ENSG00000277880.1,0,0,0,0
ENSG00000276557.1,0,0,0,0
ENSG00000211746.3,0,0,0,0
ENSG00000211747.3,0,0,0,0
ENSG00000251578.1,0,0,0,0
ENSG00000240578.1,0,0,0,0
ENSG00000211749.1,0,0,0,0
ENSG00000211750.2,0,0,0,0
ENSG00000270672.1,0,0,0,0
ENSG00000282499.1,0,0,0,0
ENSG00000239992.1,0,0,0,0
ENSG00000249912.1,0,0,0,0
ENSG00000241911.1,0,0,0,0
ENSG00000211752.3,0,0,0,0
ENSG00000211753.4,0,0,0,0
ENSG00000244273.1,0,0,0,0
ENSG00000232869.2,0,0,0,0
ENSG00000204983.13,41,28,44,44
ENSG00000275896.5,117,85,101,161
ENSG00000250591.3,0,0,0,1
ENSG00000243661.1,0,0,0,0
ENSG00000282431.1,0,0,0,0
ENSG00000282320.1,0,0,0,0
ENSG00000282420.1,0,0,0,0
ENSG00000282133.1,0,0,0,0
ENSG00000281958.1,0,0,0,0
ENSG00000282173.1,0,0,0,0
ENSG00000282780.1,0,0,0,0
ENSG00000211751.9,0,0,0,0
ENSG00000211764.1,0,0,0,0
ENSG00000211765.1,0,0,0,0
ENSG00000211766.1,0,0,0,0
ENSG00000211767.1,0,0,0,0
ENSG00000211768.1,0,0,0,0
ENSG00000211769.1,0,0,0,0
ENSG00000211770.1,0,0,0,0
ENSG00000211771.1,2,0,0,0
ENSG00000211772.11,18,24,25,20
ENSG00000237254.2,0,0,3,0
ENSG00000106123.11,70,75,66,72
ENSG00000165125.19,556,466,524,451
ENSG00000224970.2,0,0,1,0
ENSG00000127412.6,0,0,0,0
ENSG00000165131.6,0,0,0,0
ENSG00000197993.8,1,0,0,0
ENSG00000179468.5,0,0,1,2
ENSG00000239293.1,0,0,0,0
ENSG00000225781.1,0,0,0,0
ENSG00000179420.11,0,0,0,0
ENSG00000159763.3,0,0,0,0
ENSG00000236398.2,0,0,0,0
ENSG00000268170.2,0,0,0,0
ENSG00000221937.4,0,0,0,0
ENSG00000279223.1,0,0,1,0
ENSG00000197448.13,1805,1912,1919,2303
ENSG00000231840.1,0,6,0,21
ENSG00000178826.10,1149,1200,1118,1386
ENSG00000106144.19,777,711,819,1042
ENSG00000239419.3,22,6,24,18
ENSG00000240322.3,11,12,13,5
ENSG00000231531.5,0,0,0,0
ENSG00000188037.11,0,1,5,2
ENSG00000159784.17,42,25,79,134
ENSG00000272619.1,0,0,0,1
ENSG00000232533.1,50,45,62,92
ENSG00000159840.15,2181,1919,2350,3035
ENSG00000278449.1,0,0,0,0
ENSG00000146904.8,622,656,809,989
ENSG00000229153.5,0,0,1,1
ENSG00000234066.1,0,1,0,0
ENSG00000185899.1,0,0,0,0
ENSG00000221855.1,1,1,0,0
ENSG00000236853.2,0,0,0,0
ENSG00000176510.5,0,0,1,1
ENSG00000229977.2,0,0,0,1
ENSG00000229877.1,0,0,0,0
ENSG00000271079.1,0,0,0,0
ENSG00000252037.1,0,0,0,0
ENSG00000230556.1,0,0,0,0
ENSG00000223459.6,53,57,59,73
ENSG00000283537.2,0,0,0,0
ENSG00000170379.20,17,15,27,28
ENSG00000283528.2,0,0,0,1
ENSG00000252523.1,0,0,0,1
ENSG00000271321.1,0,1,0,0
ENSG00000253882.6,5,3,6,7
ENSG00000241136.1,0,0,0,0
ENSG00000232145.1,0,0,0,0
ENSG00000159860.7,1,2,4,2
ENSG00000198420.9,497,621,624,707
ENSG00000221910.2,0,0,0,0
ENSG00000213215.5,0,0,1,0
ENSG00000270729.1,0,0,0,0
ENSG00000273377.1,0,0,0,0
ENSG00000242280.1,0,0,0,0
ENSG00000221813.4,0,0,0,0
ENSG00000221836.3,0,0,0,0
ENSG00000221933.3,0,0,0,0
ENSG00000239967.1,0,0,0,0
ENSG00000221858.3,0,0,0,0
ENSG00000221989.2,0,0,0,0
ENSG00000239981.1,0,0,0,0
ENSG00000221938.5,0,0,0,0
ENSG00000273234.1,0,0,0,0
ENSG00000183122.5,0,0,0,0
ENSG00000240621.1,0,0,0,0
ENSG00000225932.3,24,23,20,13
ENSG00000213214.4,324,325,220,231
ENSG00000244198.6,16,16,20,13
ENSG00000212807.2,0,0,0,0
ENSG00000170356.9,31,21,33,20
ENSG00000284644.1,1,0,2,1
ENSG00000243896.4,27,29,25,32
ENSG00000244693.1,21,26,16,20
ENSG00000204959.4,261,268,204,225
ENSG00000228960.6,1,0,2,2
ENSG00000244479.7,5,4,7,5
ENSG00000221970.2,0,0,0,0
ENSG00000050327.14,960,1129,762,860
ENSG00000106410.15,0,0,0,0
ENSG00000242978.1,0,0,0,0
ENSG00000221507.1,0,0,0,0
ENSG00000196511.14,158,200,156,147
ENSG00000243746.1,9,13,5,5
ENSG00000200673.1,0,0,0,0
ENSG00000236343.1,0,0,0,0
ENSG00000214035.3,0,0,0,0
ENSG00000225918.1,0,0,0,0
ENSG00000226592.1,0,0,0,0
ENSG00000231839.1,0,0,0,0
ENSG00000230746.1,0,0,0,0
ENSG00000280144.1,0,0,0,0
ENSG00000174469.21,57,46,76,88
ENSG00000274127.1,0,0,0,0
ENSG00000274118.1,0,0,0,0
ENSG00000236795.1,0,0,0,0
ENSG00000226857.1,0,0,0,0
ENSG00000232391.1,0,0,0,0
ENSG00000221442.1,0,0,0,0
ENSG00000230190.1,0,0,0,0
ENSG00000270634.1,0,0,0,0
ENSG00000207318.1,0,0,0,0
ENSG00000251936.1,0,0,0,0
ENSG00000242266.3,0,0,0,0
ENSG00000199370.2,0,0,0,0
ENSG00000243374.3,0,0,0,0
ENSG00000274133.1,0,0,0,0
ENSG00000283504.1,0,0,0,0
ENSG00000283648.1,0,0,0,0
ENSG00000213210.4,0,0,0,0
ENSG00000170279.2,0,0,0,0
ENSG00000213209.2,0,0,0,0
ENSG00000270200.1,0,0,0,0
ENSG00000273314.1,7,10,14,7
ENSG00000055130.15,889,872,885,1036
ENSG00000106462.10,138,97,196,211
ENSG00000251712.3,0,0,0,0
ENSG00000275586.1,0,0,0,0
ENSG00000239468.3,0,2,1,1
ENSG00000252316.1,2,0,0,0
ENSG00000202354.1,6,7,5,9
ENSG00000201098.1,61,19,17,34
ENSG00000281189.1,13,13,7,8
ENSG00000155660.10,3645,3790,4398,6246
ENSG00000202528.1,0,0,0,0
ENSG00000234565.1,0,0,0,0
ENSG00000197362.14,81,79,113,189
ENSG00000204947.8,28,39,42,70
ENSG00000240877.3,1,0,6,4
ENSG00000197024.8,259,238,294,476
ENSG00000239719.1,2,0,0,1
ENSG00000170265.11,491,530,596,741
ENSG00000170260.8,107,130,138,189
ENSG00000204946.9,135,111,154,235
ENSG00000271664.1,0,0,0,0
ENSG00000244560.7,30,27,41,54
ENSG00000231397.1,0,0,0,0
ENSG00000215311.3,0,0,0,0
ENSG00000228151.1,0,0,0,0
ENSG00000261842.1,0,0,0,0
ENSG00000196453.7,216,186,223,344
ENSG00000181220.16,394,411,536,704
ENSG00000133624.13,210,223,262,327
ENSG00000133619.17,50,53,102,105
ENSG00000181444.12,19,27,28,50
ENSG00000197558.11,48,50,50,62
ENSG00000106479.10,351,415,459,584
ENSG00000280149.1,6,5,12,15
ENSG00000273419.1,0,2,0,2
ENSG00000204934.10,1,5,5,5
ENSG00000171130.18,228,170,295,351
ENSG00000273293.1,0,0,0,0
ENSG00000279536.1,1,0,0,3
ENSG00000273011.1,0,0,0,0
ENSG00000224016.2,0,2,0,0
ENSG00000260555.1,0,0,0,0
ENSG00000241449.5,0,0,0,0
ENSG00000276538.1,0,3,1,1
ENSG00000106526.10,156,196,233,228
ENSG00000127399.14,81,86,106,148
ENSG00000188707.5,76,98,120,159
ENSG00000261305.2,0,0,0,0
ENSG00000106538.9,18,47,50,71
ENSG00000240449.1,1,2,3,4
ENSG00000214022.11,1281,1208,1494,1967
ENSG00000284041.1,0,0,0,0
ENSG00000284048.2,0,0,0,0
ENSG00000196456.11,5,2,8,6
ENSG00000239377.1,0,0,0,0
ENSG00000284691.1,20,22,28,49
ENSG00000242258.1,0,0,0,0
ENSG00000171115.3,0,0,0,0
ENSG00000271582.1,0,0,0,0
ENSG00000213205.3,0,0,0,0
ENSG00000179144.4,0,0,1,1
ENSG00000243853.1,0,0,0,0
ENSG00000133574.9,0,0,0,0
ENSG00000271568.1,0,0,0,0
ENSG00000232361.3,0,0,0,0
ENSG00000133561.15,0,2,1,0
ENSG00000270990.1,0,0,0,0
ENSG00000106560.10,22,14,16,24
ENSG00000213203.2,0,0,0,0
ENSG00000281887.3,0,0,0,0
ENSG00000196329.11,0,0,0,0
ENSG00000177590.7,0,0,0,0
ENSG00000241134.3,0,0,0,0
ENSG00000106565.17,621,758,464,628
ENSG00000002933.8,301,369,215,318
ENSG00000002726.20,6011,7132,5235,6840
ENSG00000055118.14,47,65,92,148
ENSG00000164867.10,5,5,8,12
ENSG00000181652.19,9,15,16,23
ENSG00000197150.12,478,572,575,796
ENSG00000243433.1,0,0,0,0
ENSG00000213199.7,25,30,28,71
ENSG00000164885.12,175,137,157,221
ENSG00000164889.13,1519,1414,1912,2469
ENSG00000244151.1,9,4,4,19
ENSG00000164896.19,575,629,627,833
ENSG00000164897.12,371,424,358,419
ENSG00000133612.18,801,852,906,1202
ENSG00000164900.4,0,0,0,0
ENSG00000146926.10,0,0,0,0
ENSG00000278685.4,0,0,0,1
ENSG00000285480.1,0,0,3,3
ENSG00000285292.1,0,0,0,0
ENSG00000033050.8,93,69,138,160
ENSG00000033100.16,1243,1291,1234,1580
ENSG00000284191.1,0,0,0,0
ENSG00000082014.16,25,15,36,64
ENSG00000272661.1,9,11,17,17
ENSG00000243018.1,0,0,0,0
ENSG00000013374.16,942,862,949,1121
ENSG00000187260.15,4,5,20,15
ENSG00000243836.5,14,7,23,37
ENSG00000241456.1,0,0,0,0
ENSG00000127377.9,0,0,1,0
ENSG00000265810.1,0,0,0,0
ENSG00000241959.3,1,0,5,5
ENSG00000106615.9,575,550,588,687
ENSG00000240132.1,0,0,2,0
ENSG00000106617.13,504,515,438,493
ENSG00000242048.3,0,0,0,0
ENSG00000239911.2,1,1,1,0
ENSG00000212219.1,0,0,0,0
ENSG00000222941.2,0,0,0,0
ENSG00000227562.1,0,0,0,0
ENSG00000106648.13,0,0,0,0
ENSG00000276213.1,0,0,0,0
ENSG00000178234.12,467,468,547,625
ENSG00000229591.1,18,32,32,22
ENSG00000213188.3,1,2,7,1
ENSG00000055609.17,4375,4241,4543,4956
ENSG00000270405.1,0,0,0,0
ENSG00000204894.4,0,0,0,0
ENSG00000241007.1,1,1,0,0
ENSG00000253088.1,0,0,0,0
ENSG00000241735.2,8,5,5,7
ENSG00000020219.9,0,0,0,0
ENSG00000261455.1,20,18,24,23
ENSG00000231139.1,0,0,0,0
ENSG00000199404.1,0,0,0,0
ENSG00000285912.1,0,0,0,0
ENSG00000225416.1,0,0,3,1
ENSG00000212590.1,0,0,0,0
ENSG00000196584.2,36,16,48,63
ENSG00000214003.2,0,0,0,0
ENSG00000244328.3,0,0,0,0
ENSG00000133627.17,90,99,145,172
ENSG00000224104.1,0,0,0,0
ENSG00000234722.4,0,0,0,0
ENSG00000285524.1,0,0,0,0
ENSG00000233489.1,0,0,0,0
ENSG00000130226.16,0,2,1,0
ENSG00000226509.1,0,0,0,0
ENSG00000270114.1,0,0,0,0
ENSG00000203335.4,0,0,0,0
ENSG00000233363.1,0,0,0,0
ENSG00000236408.1,0,0,0,0
ENSG00000214106.8,93,106,125,166
ENSG00000157212.18,229,254,315,407
ENSG00000272760.1,0,0,0,0
ENSG00000273183.1,4,6,6,9
ENSG00000273344.1,57,39,78,91
ENSG00000220575.7,0,0,0,0
ENSG00000157219.4,0,0,0,0
ENSG00000283339.1,0,0,0,0
ENSG00000274637.1,0,0,0,0
ENSG00000228806.1,0,0,0,0
ENSG00000201066.1,0,0,0,0
ENSG00000217825.2,0,1,0,0
ENSG00000228521.2,0,0,0,0
ENSG00000278998.1,0,0,0,0
ENSG00000225612.1,0,0,0,0
ENSG00000273117.1,10,4,9,13
ENSG00000186480.12,2643,2621,2832,4538
ENSG00000204960.6,0,0,0,0
ENSG00000218672.1,0,0,0,0
ENSG00000260426.1,0,0,0,0
ENSG00000236544.1,0,0,0,0
ENSG00000164778.4,0,0,0,0
ENSG00000146910.12,0,0,1,0
ENSG00000283128.1,1,2,0,1
ENSG00000227365.1,0,0,0,0
ENSG00000216895.9,15,16,24,35
ENSG00000184863.10,1513,1436,1634,1951
ENSG00000164690.7,698,658,535,708
ENSG00000204876.4,778,719,717,569
ENSG00000207061.1,0,0,0,0
ENSG00000270584.1,0,0,0,0
ENSG00000228569.1,0,0,0,0
ENSG00000233878.1,0,0,0,1
ENSG00000182648.11,46,45,90,97
ENSG00000279418.1,0,0,0,0
ENSG00000234450.1,0,0,0,0
ENSG00000105982.16,22,23,35,29
ENSG00000224903.1,1,0,2,6
ENSG00000105983.20,963,864,1043,1142
ENSG00000206938.1,0,0,0,0
ENSG00000230033.1,0,0,0,0
ENSG00000146909.7,352,315,472,621
ENSG00000130675.14,97,97,167,232
ENSG00000235029.1,3,1,0,0
ENSG00000243479.3,15,10,25,27
ENSG00000236102.2,0,0,0,0
ENSG00000229365.3,0,0,0,0
ENSG00000269446.2,0,0,0,0
ENSG00000009335.17,2374,2278,2639,3112
ENSG00000225224.1,30,14,47,48
ENSG00000236018.2,0,1,1,2
ENSG00000224629.1,0,0,0,0
ENSG00000229660.1,3,6,8,4
ENSG00000105993.14,1900,1857,1778,1908
ENSG00000234210.1,0,0,0,0
ENSG00000223872.1,0,0,0,0
ENSG00000233191.2,0,0,0,0
ENSG00000280266.1,0,0,0,0
ENSG00000155093.18,377,433,718,1341
ENSG00000207960.1,0,0,0,2
ENSG00000222012.1,2,9,1,1
ENSG00000231515.1,0,0,8,6
ENSG00000233038.6,0,2,0,0
ENSG00000272839.1,0,0,0,0
ENSG00000285821.1,0,0,0,0
ENSG00000231980.1,0,0,0,1
ENSG00000207637.1,1,0,5,8
ENSG00000225365.1,0,0,1,0
ENSG00000232715.1,0,0,1,0
ENSG00000265598.1,0,0,0,0
ENSG00000224324.1,0,3,0,1
ENSG00000146918.19,116,104,186,211
ENSG00000228030.2,0,0,0,0
ENSG00000117868.15,2744,3177,2637,3298
ENSG00000126870.15,825,823,902,1012
ENSG00000231419.6,0,0,0,1
ENSG00000106018.13,0,3,0,1
ENSG00000229435.2,0,0,0,0
ENSG00000253620.2,0,0,0,0
ENSG00000253896.3,0,0,0,0
ENSG00000254193.1,0,0,0,0
ENSG00000253612.1,0,0,0,0
ENSG00000176269.3,0,2,0,0
ENSG00000255464.1,2,0,0,0
ENSG00000253166.2,2,0,3,3
ENSG00000223508.5,60,41,70,84
ENSG00000172748.13,63,43,85,70
ENSG00000272812.1,10,7,6,12
ENSG00000272240.1,0,2,1,0
ENSG00000273402.1,2,0,3,3
ENSG00000254104.2,0,0,0,0
ENSG00000249868.5,0,0,0,0
ENSG00000182366.9,0,0,3,0
ENSG00000147364.16,279,322,385,482
ENSG00000272293.1,1,1,2,2
ENSG00000279852.1,8,5,11,15
ENSG00000180190.11,99,76,144,189
ENSG00000104714.13,446,424,483,656
ENSG00000254207.1,5,3,7,8
ENSG00000198010.12,0,0,1,0
ENSG00000282375.1,0,0,0,0
ENSG00000282759.1,0,0,0,0
ENSG00000282692.1,0,0,0,0
ENSG00000254160.1,0,0,0,0
ENSG00000275427.1,0,0,0,0
ENSG00000260721.1,0,0,0,0
ENSG00000282160.1,0,0,0,0
ENSG00000281961.1,0,0,0,0
ENSG00000253267.5,0,0,0,0
ENSG00000283576.1,0,0,0,0
ENSG00000254265.1,0,0,0,0
ENSG00000182372.9,351,409,412,533
ENSG00000282021.1,0,0,1,0
ENSG00000253982.1,55,42,62,58
ENSG00000283239.1,0,0,0,0
ENSG00000283858.1,0,0,0,0
ENSG00000207826.1,0,0,0,0
ENSG00000104728.15,63,60,120,97
ENSG00000285957.1,1,1,0,0
ENSG00000253764.2,8,9,14,21
ENSG00000253696.2,39,36,46,44
ENSG00000176595.3,1070,1077,1032,1149
ENSG00000270988.1,22,22,46,27
ENSG00000253805.1,0,0,0,0
ENSG00000036448.9,33,23,36,43
ENSG00000273593.1,0,0,0,0
ENSG00000253444.1,0,0,0,0
ENSG00000282686.1,0,0,0,0
ENSG00000282142.1,0,0,0,0
ENSG00000253855.1,0,0,0,0
ENSG00000277526.4,0,0,0,0
ENSG00000254319.5,0,0,2,0
ENSG00000253853.1,0,0,0,0
ENSG00000183117.18,0,0,1,1
ENSG00000253162.1,0,0,0,0
ENSG00000285861.1,0,0,0,0
ENSG00000222546.1,0,0,0,0
ENSG00000285977.1,0,0,0,0
ENSG00000254244.1,1,0,1,2
ENSG00000253262.1,0,0,0,0
ENSG00000273876.1,0,0,0,0
ENSG00000206661.1,0,0,0,0
ENSG00000242079.1,0,0,0,0
ENSG00000278256.1,0,0,0,0
ENSG00000271248.1,0,0,0,0
ENSG00000240486.2,0,0,0,0
ENSG00000253510.1,0,0,0,0
ENSG00000254007.1,0,0,0,0
ENSG00000275461.1,0,0,0,0
ENSG00000253571.1,0,0,0,0
ENSG00000222589.1,0,0,0,0
ENSG00000253189.1,0,0,0,0
ENSG00000253880.1,0,0,0,0
ENSG00000246089.3,39,29,32,44
ENSG00000147316.12,238,236,301,415
ENSG00000253550.1,0,0,0,0
ENSG00000091879.13,1,0,0,1
ENSG00000271743.1,0,0,0,0
ENSG00000249898.7,0,4,4,7
ENSG00000276580.1,0,0,0,0
ENSG00000155189.11,236,189,361,476
ENSG00000266038.1,1,1,0,1
ENSG00000283386.1,0,0,0,0
ENSG00000275591.4,2,0,2,1
ENSG00000245857.2,0,0,0,0
ENSG00000164825.3,5,0,3,9
ENSG00000250752.2,0,0,0,0
ENSG00000164822.4,0,0,0,2
ENSG00000254625.1,0,0,0,0
ENSG00000164821.4,0,0,0,0
ENSG00000223629.1,0,0,0,0
ENSG00000233238.1,0,0,0,0
ENSG00000233531.1,0,0,0,0
ENSG00000206047.2,0,0,0,0
ENSG00000215378.3,0,0,0,0
ENSG00000240247.7,0,0,0,0
ENSG00000232039.2,0,0,0,0
ENSG00000239839.6,0,0,0,0
ENSG00000234178.1,0,0,0,0
ENSG00000206042.1,0,0,0,0
ENSG00000164816.7,0,0,0,0
ENSG00000255273.1,0,0,0,0
ENSG00000284620.2,1,1,1,0
ENSG00000234120.1,0,0,0,0
ENSG00000228744.1,0,0,0,0
ENSG00000254683.1,0,0,0,0
ENSG00000230106.1,0,0,0,0
ENSG00000214268.2,0,0,0,0
ENSG00000231930.1,0,0,0,0
ENSG00000284614.1,0,0,0,0
ENSG00000284728.1,0,0,0,0
ENSG00000255025.1,0,0,0,0
ENSG00000177306.4,0,0,0,0
ENSG00000230045.4,0,0,0,0
ENSG00000233132.4,0,0,0,0
ENSG00000249005.3,0,0,0,0
ENSG00000223885.4,0,0,0,0
ENSG00000215373.4,0,0,0,0
ENSG00000233295.3,1,0,0,0
ENSG00000215374.5,23,15,28,38
ENSG00000206034.1,0,0,0,0
ENSG00000230549.3,0,0,0,0
ENSG00000236125.3,0,0,0,0
ENSG00000235778.1,0,0,0,0
ENSG00000215372.6,0,0,0,0
ENSG00000215371.3,0,0,0,0
ENSG00000177257.2,0,0,0,0
ENSG00000255128.1,0,0,0,0
ENSG00000177243.3,0,0,0,0
ENSG00000164871.17,0,0,0,0
ENSG00000177023.2,0,0,0,0
ENSG00000187082.2,0,0,0,0
ENSG00000186599.7,0,0,0,0
ENSG00000198129.2,0,0,0,0
ENSG00000285659.1,0,0,0,0
ENSG00000255251.1,0,0,0,0
ENSG00000285927.1,0,0,0,0
ENSG00000248944.1,0,0,0,0
ENSG00000285975.1,0,0,0,0
ENSG00000234749.5,0,0,0,0
ENSG00000285687.1,0,0,0,0
ENSG00000285765.1,0,0,0,0
ENSG00000233176.3,0,0,0,0
ENSG00000254796.1,0,0,0,0
ENSG00000284617.1,0,0,1,0
ENSG00000284655.1,0,0,0,0
ENSG00000284698.1,0,0,0,0
ENSG00000254889.1,0,0,0,0
ENSG00000254715.3,0,0,0,0
ENSG00000285814.1,0,0,0,0
ENSG00000285913.1,0,0,0,0
ENSG00000285620.1,0,0,0,0
ENSG00000285937.1,0,0,0,0
ENSG00000285720.1,0,0,0,0
ENSG00000285657.1,0,0,0,0
ENSG00000285607.1,0,0,0,0
ENSG00000285950.1,0,0,0,0
ENSG00000285862.1,0,0,0,0
ENSG00000255378.1,0,0,0,0
ENSG00000254776.1,0,0,0,0
ENSG00000186572.2,0,0,0,0
ENSG00000186562.7,0,0,0,0
ENSG00000186579.2,0,0,0,0
ENSG00000176782.2,0,0,0,0
ENSG00000178287.18,0,0,0,0
ENSG00000176797.3,0,0,0,0
ENSG00000254543.1,0,0,0,0
ENSG00000171711.2,0,0,0,0
ENSG00000215356.4,0,0,0,0
ENSG00000229907.3,0,0,0,0
ENSG00000225725.4,0,0,1,1
ENSG00000255211.1,0,0,0,0
ENSG00000237038.5,0,0,0,0
ENSG00000225327.3,0,0,0,0
ENSG00000205989.1,0,0,0,0
ENSG00000233115.4,0,0,0,0
ENSG00000215354.9,0,0,0,0
ENSG00000254229.2,0,0,0,0
ENSG00000227013.3,0,0,0,0
ENSG00000253881.1,0,0,0,0
ENSG00000284603.1,0,0,0,0
ENSG00000284606.1,0,0,5,2
ENSG00000284661.1,0,0,0,0
ENSG00000255459.1,0,0,0,0
ENSG00000221305.1,0,0,0,0
ENSG00000244427.1,0,0,0,0
ENSG00000254311.1,0,0,0,0
ENSG00000249188.1,0,0,0,1
ENSG00000253893.2,15,18,13,33
ENSG00000268955.2,6,2,5,3
ENSG00000173295.7,186,155,201,199
ENSG00000253981.5,1,1,1,2
ENSG00000275342.4,3350,3454,3722,4408
ENSG00000253505.2,1,0,1,0
ENSG00000254153.1,1,0,0,1
ENSG00000253343.1,0,0,0,0
ENSG00000253774.1,0,0,0,0
ENSG00000253130.1,1,0,2,1
ENSG00000263616.2,0,0,0,0
ENSG00000253958.1,2073,2564,1274,1169
ENSG00000284717.1,0,3,0,1
ENSG00000254367.5,2,3,2,0
ENSG00000147324.10,742,629,809,1017
ENSG00000200713.1,0,0,0,1
ENSG00000270966.1,0,0,0,0
ENSG00000233609.3,7,0,2,6
ENSG00000207244.1,0,0,0,0
ENSG00000104626.14,287,294,244,361
ENSG00000263407.1,0,0,0,0
ENSG00000239078.1,0,0,0,0
ENSG00000197334.2,0,0,0,0
ENSG00000173281.4,1209,1532,909,1012
ENSG00000254340.1,2,3,0,3
ENSG00000248538.7,173,259,176,173
ENSG00000279949.1,1,8,6,5
ENSG00000253252.2,0,0,0,0
ENSG00000254091.2,0,0,0,0
ENSG00000253887.1,0,0,0,0
ENSG00000207415.1,0,0,0,0
ENSG00000253735.1,0,0,0,0
ENSG00000201815.1,0,0,0,0
ENSG00000254237.5,3,5,3,1
ENSG00000249050.1,0,0,0,1
ENSG00000272267.2,3,1,9,6
ENSG00000173273.15,1564,1502,1831,2257
ENSG00000253697.1,0,0,0,0
ENSG00000207701.1,3,4,2,0
ENSG00000253230.8,0,0,0,0
ENSG00000284321.1,0,0,0,0
ENSG00000260093.1,4,6,3,5
ENSG00000175806.14,126,166,145,173
ENSG00000285675.1,0,0,0,0
ENSG00000285606.1,0,0,0,0
ENSG00000249848.1,0,0,0,0
ENSG00000261451.1,10,11,20,17
ENSG00000253641.5,3,4,5,9
ENSG00000285237.1,0,0,0,0
ENSG00000207128.1,0,0,0,0
ENSG00000253678.2,0,1,0,0
ENSG00000253649.5,0,0,0,0
ENSG00000272505.1,5,7,4,6
ENSG00000184647.10,0,0,0,0
ENSG00000183638.5,3,11,9,13
ENSG00000263762.1,0,0,0,0
ENSG00000171060.10,0,0,0,0
ENSG00000212433.1,0,0,0,0
ENSG00000171056.7,33,31,24,42
ENSG00000258724.1,0,0,0,0
ENSG00000248896.2,0,0,1,1
ENSG00000254093.8,33,37,40,70
ENSG00000283210.1,0,0,0,1
ENSG00000253695.1,0,0,0,0
ENSG00000280294.1,1,1,0,2
ENSG00000171044.10,165,130,256,305
ENSG00000207600.3,0,1,3,9
ENSG00000254839.1,3,1,6,3
ENSG00000269918.1,61,56,85,118
ENSG00000255310.2,125,106,167,182
ENSG00000254936.4,75,65,103,119
ENSG00000254556.1,62,64,128,139
ENSG00000231965.4,0,0,0,0
ENSG00000270076.1,0,0,3,3
ENSG00000236827.1,0,0,0,0
ENSG00000239315.4,0,0,0,0
ENSG00000249316.2,0,0,0,0
ENSG00000280273.2,2,1,0,1
ENSG00000104643.9,207,224,253,292
ENSG00000246477.3,0,0,0,0
ENSG00000177710.5,3,3,3,6
ENSG00000154316.16,0,0,0,0
ENSG00000255020.1,0,0,0,0
ENSG00000184608.8,0,0,0,0
ENSG00000242483.3,0,0,0,0
ENSG00000199368.1,0,0,0,0
ENSG00000154319.15,0,1,0,2
ENSG00000284957.1,0,0,0,0
ENSG00000136573.13,0,0,0,0
ENSG00000269954.2,0,0,0,0
ENSG00000170983.3,0,0,0,0
ENSG00000136574.17,0,0,0,0
ENSG00000255394.4,0,0,0,0
ENSG00000154328.15,137,158,247,398
ENSG00000227203.3,0,0,0,0
ENSG00000079459.12,6211,7163,8110,12883
ENSG00000255046.1,8,11,11,17
ENSG00000164733.20,4465,5196,4273,5138
ENSG00000269899.1,20,25,28,22
ENSG00000255144.1,0,0,0,0
ENSG00000254948.1,0,0,0,0
ENSG00000206014.7,0,0,0,0
ENSG00000205884.2,0,0,0,0
ENSG00000205883.2,0,0,0,0
ENSG00000205882.8,0,0,0,0
ENSG00000255174.1,0,0,0,0
ENSG00000254507.2,0,0,0,0
ENSG00000284610.1,1,0,0,0
ENSG00000255016.1,0,0,0,0
ENSG00000254817.1,0,0,0,0
ENSG00000254700.1,0,0,0,0
ENSG00000233050.1,0,0,0,0
ENSG00000252029.1,0,0,0,0
ENSG00000255544.2,0,0,0,0
ENSG00000215343.7,0,0,0,0
ENSG00000255052.4,1,4,13,8
ENSG00000254923.1,0,0,0,0
